event_id,name,segment,genre,subgenre,venue_name,city,state,country,datetime_utc,url,event_date,event_time,Y,X,event_lat,event_lon,capacity
vv17fZbsGkReyoNe,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-06 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-05-2025/event/0500631BC2E518C2,2025-12-06,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkRezsxY,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-05 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-04-2025/event/0500631BC2E318B0,2025-12-05,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReBoN1,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-06 19:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-06-2025/event/0500631BC2E918CA,2025-12-06,19:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReysN6,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-07 01:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-06-2025/event/0500631BC2E718C7,2025-12-07,01:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReBsN2,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-08 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-07-2025/event/0500631BC2EB18CF,2025-12-08,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReDoNL,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-07 18:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-07-2025/event/0500631BC2ED18DF,2025-12-07,18:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReDsNP,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-10 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-09-2025/event/0500631BC2EF18E5,2025-12-10,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReHo0r,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-11 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-10-2025/event/0500631BC2F1191E,2025-12-11,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReHsPA,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-12 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-11-2025/event/0500631BC2F31945,2025-12-12,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReWoPu,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-13 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-12-2025/event/0500631BC2F5194D,2025-12-13,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReWsEs,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-14 01:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-13-2025/event/0500631BC2F719F1,2025-12-14,01:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReXoIc,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-13 19:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-13-2025/event/0500631BC2F91A2D,2025-12-13,19:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbYGkMCENwJ,Indiana Pacers vs. Washington Wizards,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-14 20:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-washington-wizards-indianapolis-indiana-12-14-2025/event/0500630DCE9E3CA6,2025-12-14,20:00:00,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbsGkReToc2,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-14 18:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-14-2025/event/0500631BC2FD1B4F,2025-12-14,18:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbsGkReXst7,Hamilton (Touring),Arts & Theatre,Theatre,Musical,Old National Centre,Indianapolis,IN,United States Of America,2025-12-15 00:00:00+00:00,https://www.ticketmaster.com/hamilton-touring-indianapolis-indiana-12-14-2025/event/0500631BC2FB1A44,2025-12-15,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbEGkniw46M,Indianapolis Colts vs. San Francisco 49ers,Sports,Football,NFL,Lucas Oil Stadium,Indianapolis,IN,United States Of America,2025-12-23 01:15:00+00:00,https://www.ticketmaster.com/indianapolis-colts-vs-san-francisco-49ers-indianapolis-indiana-12-22-2025/event/0500627AACC951F7,2025-12-23,01:15:00,39.7684,-86.1581,39.7684,-86.1581,67000.0
vv17fZbEGkniUA1u,Indianapolis Colts vs. Jacksonville Jaguars,Sports,Football,NFL,Lucas Oil Stadium,Indianapolis,IN,United States Of America,2025-12-28 18:00:00+00:00,https://www.ticketmaster.com/indianapolis-colts-vs-jacksonville-jaguars-indianapolis-indiana-12-28-2025/event/0500627AACD8528D,2025-12-28,18:00:00,39.7684,-86.1581,39.7684,-86.1581,67000.0
vv17fZbYGkMCcSgx,Indiana Pacers vs. Toronto Raptors,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-01-15 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-toronto-raptors-indianapolis-indiana-01-14-2026/event/0500630DCEB73D62,2026-01-15,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCwSzF,Indiana Pacers vs. Philadelphia 76ers,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-02-25 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-philadelphia-76ers-indianapolis-indiana-02-24-2026/event/0500630DCECB3E08,2026-02-25,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCIKwY,Indiana Pacers vs. New York Knicks,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-19 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-new-york-knicks-indianapolis-indiana-12-18-2025/event/0500630DCEA13CB0,2025-12-19,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCtNS6,Indiana Pacers vs. Boston Celtics,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-27 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-boston-celtics-indianapolis-indiana-12-26-2025/event/0500630DCEA63CC7,2025-12-27,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMClSSU,Indiana Pacers vs. Cleveland Cavaliers,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-01-07 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-cleveland-cavaliers-indianapolis-indiana-01-06-2026/event/0500630DCEAF3CF6,2026-01-07,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCcdVm,Indiana Pacers vs. Boston Celtics,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-01-13 00:30:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-boston-celtics-indianapolis-indiana-01-12-2026/event/0500630DCEB43D2E,2026-01-13,00:30:00,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCRKUi,Indiana Pacers vs. Chicago Bulls,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-01-29 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-chicago-bulls-indianapolis-indiana-01-28-2026/event/0500630DCEBD3DAC,2026-01-29,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCYNMp,Indiana Pacers vs. Houston Rockets,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-02-03 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-houston-rockets-indianapolis-indiana-02-02-2026/event/0500630DCEC23DD6,2026-02-03,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbYGkMCwdMX,Indiana Pacers vs. Dallas Mavericks,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2026-02-22 22:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-dallas-mavericks-indianapolis-indiana-02-22-2026/event/0500630DCEC83DFE,2026-02-22,22:00:00,39.7684,-86.1581,39.7684,-86.1581,17923.0
vvG1fZbm2k940F,Monster Jam,Sports,Motorsports/Racing,Motorsports/Racing,Lucas Oil Stadium,Indianapolis,IN,United States Of America,2026-01-31 22:00:00+00:00,https://www.ticketmaster.com/monster-jam-indianapolis-indiana-01-31-2026/event/050062E3C65D5908,2026-01-31,22:00:00,39.7684,-86.1581,39.7684,-86.1581,67000.0
vvG1fZbm2kbP05,Monster Jam,Sports,Motorsports/Racing,Motorsports/Racing,Lucas Oil Stadium,Indianapolis,IN,United States Of America,2026-02-01 20:00:00+00:00,https://www.ticketmaster.com/monster-jam-indianapolis-indiana-02-01-2026/event/050062E3C662590B,2026-02-01,20:00:00,39.7684,-86.1581,39.7684,-86.1581,67000.0
Z7r9jZ1A7jUuU,Strangelove: The Depeche Mode Experience,Music,Other,Other,Vogue Theatre - IN,Indianapolis,IN,United States Of America,2025-12-05 01:00:00+00:00,https://www.ticketmaster.com/event/Z7r9jZ1A7jUuU,2025-12-05,01:00:00,39.7684,-86.1581,39.7684,-86.1581,1250.0
vv17fZbVGkUOD4cA,Strangelove: The Depeche Mode Experience,Music,Undefined,Undefined,The Vogue,Indianapolis,IN,United States Of America,2025-12-05 01:00:00+00:00,https://www.thevogue.com/events/strangelove-12-04-2025-indianapolis,2025-12-05,01:00:00,39.7684,-86.1581,39.7684,-86.1581,1250.0
vv1AAZkG0Gkd71UEw,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-05 00:30:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-04-2025/event/05006324C42B69F2,2025-12-05,00:30:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv1AAZkG0Gkd75kEz,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-06 01:00:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-05-2025/event/05006324C42C69F8,2025-12-06,01:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vvG1fZbRBHIU62,Trans-Siberian Orchestra - The Ghosts Of Christmas Eve,Music,Rock,Pop,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-05 00:00:00+00:00,https://www.ticketmaster.com/transsiberian-orchestra-the-ghosts-of-christmas-indianapolis-indiana-12-04-2025/event/050062FEBCA361CF,2025-12-05,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vvG1fZbnLr7Ngk,Natalie Macmaster And Donnell Leahy: A Celtic Family Christmas,Music,Folk,Indie Folk,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-06 01:00:00+00:00,https://www.ticketmaster.com/natalie-macmaster-and-donnell-leahy-a-indianapolis-indiana-12-05-2025/event/050062A7DE123D46,2025-12-06,01:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbIGkRxZPrk,AbbaFab,Music,Rock,Pop,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-07 00:30:00+00:00,https://www.ticketmaster.com/abbafab-indianapolis-indiana-12-06-2025/event/0500628BE2025786,2025-12-07,00:30:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbSGkM4B90M,IU Indianapolis Jaguars Men's Basketball vs. Youngstown State Penguins Mens Basketball,Sports,Basketball,College,The Jungle,Indianapolis,IN,United States Of America,2025-12-06 19:00:00+00:00,https://www.ticketmaster.com/iu-indianapolis-jaguars-mens-basketball-vs-indianapolis-indiana-12-06-2025/event/0500633DD5E97937,2025-12-06,19:00:00,39.7684,-86.1581,39.7684,-86.1581,5000.0
vv17fZbVGkUOiPix,Soul Coughing,Music,Rock,Alternative Rock,The Vogue,Indianapolis,IN,United States Of America,2025-12-07 01:00:00+00:00,http://www.thevogue.com/events/soul-coughing-12-06-2025-indianapolis,2025-12-07,01:00:00,39.7684,-86.1581,39.7684,-86.1581,1250.0
vv17fZbYGkSXEphl,Monster Energy Outbreak Presents: Priscilla Block ,Music,Country,Country,8 Seconds Saloon,Indianapolis,IN,United States Of America,2025-12-07 01:45:00+00:00,https://www.ticketmaster.com/monster-energy-outbreak-presents-priscilla-block-indianapolis-indiana-12-06-2025/event/0500630CFE9D66EB,2025-12-07,01:45:00,39.7684,-86.1581,39.7684,-86.1581,2000.0
vv1AAZkG0Gkd75JEH,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-07 01:00:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-06-2025/event/05006324C42E69FC,2025-12-07,01:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv1AAZkG0Gkd7GpEX,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-06 19:00:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-06-2025/event/05006324C43169FE,2025-12-06,19:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv1AAZkGaGkd1HfCH,2025 Discover® Big Ten Football Championship Game,Sports,Football,College,Lucas Oil Stadium,Indianapolis,IN,United States Of America,2025-12-07 01:00:00+00:00,https://www.ticketmaster.com/2025-discover-big-ten-football-championship-indianapolis-indiana-12-06-2025/event/05006309CAF143BC,2025-12-07,01:00:00,39.7684,-86.1581,39.7684,-86.1581,67000.0
vv1AAZka_GkdLjAR6,CareSource Invitational: Indiana vs. Louisville,Sports,Basketball,College,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-06 19:00:00+00:00,https://www.ticketmaster.com/caresource-invitational-indiana-vs-louisville-indianapolis-indiana-12-06-2025/event/05006259DF705BC7,2025-12-06,19:00:00,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv1AAZkuoGkeHMIpH,Christmas Wishes,Arts & Theatre,Dance,Dance,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-06 22:00:00+00:00,https://www.ticketmaster.com/christmas-wishes-indianapolis-indiana-12-06-2025/event/05006351BCDE85BC,2025-12-06,22:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv1AAZkuoGkeHzF9A,Christmas Wishes,Arts & Theatre,Dance,Dance,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-06 16:00:00+00:00,https://www.ticketmaster.com/christmas-wishes-indianapolis-indiana-12-06-2025/event/05006351BCE085C5,2025-12-06,16:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv1AAZkuvGkd0NI8G,Butler Bulldogs Men's Basketball vs. Boise State Broncos Mens Basketball,Sports,Basketball,College,Hinkle Fieldhouse,Indianapolis,IN,United States Of America,2025-12-06 19:00:00+00:00,https://www.ticketmaster.com/butler-bulldogs-mens-basketball-vs-boise-indianapolis-indiana-12-06-2025/event/05006341E48E840C,2025-12-06,19:00:00,39.7684,-86.1581,39.7684,-86.1581,9000.0
vvG1fZbcyEGZSV,Holiday on the Ave.: A Holiday Soul Revue,Music,Jazz,Jazz,Walker Theatre,Indianapolis,IN,United States Of America,2025-12-07 00:00:00+00:00,https://www.ticketmaster.com/holiday-on-the-ave-a-holiday-indianapolis-indiana-12-06-2025/event/050062DE67300CF4,2025-12-07,,39.7684,-86.1581,39.7684,-86.1581,2100.0
Z7r9jZ1A7qofN,Drug Church,Music,Other,Other,Turntable,Indianapolis,IN,United States Of America,2025-12-08 01:00:00+00:00,https://www.ticketmaster.com/event/Z7r9jZ1A7qofN,2025-12-08,01:00:00,39.7684,-86.1581,39.7684,-86.1581,400.0
vv17fZbVGkUOx4lN,Drug Church,Music,Rock,Alternative Rock,Turntable,Indianapolis,IN,United States Of America,2025-12-08 01:00:00+00:00,https://www.turntableindy.com/events/drug-church-05-23-2025-indianapolis,2025-12-08,01:00:00,39.7684,-86.1581,39.7684,-86.1581,400.0
vv1AAZkG0Gkd7GUIZ,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-07 22:00:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-07-2025/event/05006324C4336A00,2025-12-07,22:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv1AAZkG0Gkd7ukIe,Butler Ballet Presents The Nutcracker,Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-07 17:00:00+00:00,https://www.ticketmaster.com/butler-ballet-presents-the-nutcracker-indianapolis-indiana-12-07-2025/event/05006324C4346A02,2025-12-07,17:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv1AAZkuoGkeHzI9G,Christmas Wishes,Arts & Theatre,Dance,Dance,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-07 19:00:00+00:00,https://www.ticketmaster.com/christmas-wishes-indianapolis-indiana-12-07-2025/event/05006351BCE285CC,2025-12-07,19:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbYGkMCJSs4,Indiana Pacers vs. Sacramento Kings,Sports,Basketball,NBA,Gainbridge Fieldhouse,Indianapolis,IN,United States Of America,2025-12-09 00:00:00+00:00,https://www.ticketmaster.com/indiana-pacers-vs-sacramento-kings-indianapolis-indiana-12-08-2025/event/0500630DCE9B3C55,2025-12-09,,39.7684,-86.1581,39.7684,-86.1581,17923.0
vv17fZbSGkMk89a0,IU Indianapolis Jaguars Women's Basketball vs. Wisconsin Green Bay Phoenix Womens Basketball,Sports,Basketball,College,The Jungle,Indianapolis,IN,United States Of America,2025-12-10 23:30:00+00:00,https://www.ticketmaster.com/iu-indianapolis-jaguars-womens-basketball-vs-indianapolis-indiana-12-10-2025/event/0500633DC6417264,2025-12-10,23:30:00,39.7684,-86.1581,39.7684,-86.1581,5000.0
vv1aAZkGSF6qVZeCk,Out of the Dawg House,Music,Other,Other,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-11 01:00:00+00:00,https://www.ticketmaster.com/out-of-the-dawg-house-indianapolis-indiana-12-10-2025/event/05006333207774D5,2025-12-11,01:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbSGkM4D60B,IU Indianapolis Jaguars Men's Basketball vs. Wisconsin Green Bay Phoenix Mens Basketball,Sports,Basketball,College,The Jungle,Indianapolis,IN,United States Of America,2025-12-11 23:30:00+00:00,https://www.ticketmaster.com/iu-indianapolis-jaguars-mens-basketball-vs-indianapolis-indiana-12-11-2025/event/0500633DD5EC793A,2025-12-11,23:30:00,39.7684,-86.1581,39.7684,-86.1581,5000.0
vv17fZbSGklAEJRf,Butler University Bulldogs Womens Basketball vs. Indiana State Sycamores Womens Basketball,Sports,Basketball,College,Hinkle Fieldhouse,Indianapolis,IN,United States Of America,2025-12-12 00:00:00+00:00,https://www.ticketmaster.com/butler-university-bulldogs-womens-basketball-vs-indianapolis-indiana-12-11-2025/event/0500633AC59E6BD4,2025-12-12,,39.7684,-86.1581,39.7684,-86.1581,9000.0
vv17fZbUGkl4slCQ,Youth Inspirations Theatre Presents Newsies Jr.,Arts & Theatre,Theatre,Miscellaneous,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-13 00:00:00+00:00,https://www.ticketmaster.com/youth-inspirations-theatre-presents-newsies-jr-indianapolis-indiana-12-12-2025/event/0500636AD5C6B39A,2025-12-13,,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbUGkDdsixI,Frosting: A Drag Brunch,Arts & Theatre,Comedy,Comedy,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-13 15:00:00+00:00,https://www.ticketmaster.com/frosting-a-drag-brunch-indianapolis-indiana-12-13-2025/event/0500636EC3C6C8A8,2025-12-13,15:00:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv17fZbUGkl4Wh23,Youth Inspirations Theatre Presents Newsies Jr.,Arts & Theatre,Theatre,Miscellaneous,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-14 00:00:00+00:00,https://www.ticketmaster.com/youth-inspirations-theatre-presents-newsies-jr-indianapolis-indiana-12-13-2025/event/0500636AD5F5B3D2,2025-12-14,,39.7684,-86.1581,39.7684,-86.1581,450.0
vv17fZbUGkl4Xh2b,Youth Inspirations Theatre Presents Newsies Jr.,Arts & Theatre,Theatre,Miscellaneous,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-13 19:00:00+00:00,https://www.ticketmaster.com/youth-inspirations-theatre-presents-newsies-jr-indianapolis-indiana-12-13-2025/event/0500636AD5F9B3D8,2025-12-13,19:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv1AAZkGMGkeIaK4i,Academy of Dance Arts Littlest Angel,Arts & Theatre,Dance,Dance,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-13 19:00:00+00:00,https://www.ticketmaster.com/academy-of-dance-arts-littlest-angel-indianapolis-indiana-12-13-2025/event/05006337A825356C,2025-12-13,19:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv1AAZkuvGkd00b8Q,Butler Bulldogs Men's Basketball vs. Providence College Men's Basketball,Sports,Basketball,College,Hinkle Fieldhouse,Indianapolis,IN,United States Of America,2025-12-13 19:00:00+00:00,https://www.ticketmaster.com/butler-bulldogs-mens-basketball-vs-providence-indianapolis-indiana-12-13-2025/event/05006341E491841A,2025-12-13,19:00:00,39.7684,-86.1581,39.7684,-86.1581,9000.0
Z7r9jZ1A7QbjU,Kerwin Claiborne,Arts & Theatre,Miscellaneous,Miscellaneous,Helium Comedy Club - Indianapolis,Indianapolis,IN,United States Of America,2025-12-15 00:00:00+00:00,https://www.ticketmaster.com/event/Z7r9jZ1A7QbjU,2025-12-15,,39.7684,-86.1581,39.7684,-86.1581,300.0
vv17fZbSGklAEURb,Butler University Bulldogs Womens Basketball vs. Eastern Illinois Panthers Womens Basketball,Sports,Basketball,College,Hinkle Fieldhouse,Indianapolis,IN,United States Of America,2025-12-14 19:00:00+00:00,https://www.ticketmaster.com/butler-university-bulldogs-womens-basketball-vs-indianapolis-indiana-12-14-2025/event/0500633AC59F6BD8,2025-12-14,19:00:00,39.7684,-86.1581,39.7684,-86.1581,9000.0
vv17fZbUGkl4Th2n,Youth Inspirations Theatre Presents Newsies Jr.,Arts & Theatre,Theatre,Miscellaneous,Shelton Auditorium at Butler Arts Center,Indianapolis,IN,United States Of America,2025-12-14 19:00:00+00:00,https://www.ticketmaster.com/youth-inspirations-theatre-presents-newsies-jr-indianapolis-indiana-12-14-2025/event/0500636AD5FDB3EA,2025-12-14,19:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vv1AAZkGMGkeIaN4S,Academy of Dance Arts Littlest Angel,Arts & Theatre,Dance,Dance,Howard L. Schrott Center for the Arts,Indianapolis,IN,United States Of America,2025-12-14 19:00:00+00:00,https://www.ticketmaster.com/academy-of-dance-arts-littlest-angel-indianapolis-indiana-12-14-2025/event/05006337A8263573,2025-12-14,19:00:00,39.7684,-86.1581,39.7684,-86.1581,450.0
vvG1fZbmmiGNEL,A Magical Cirque Christmas,Arts & Theatre,Theatre,Drama,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-15 00:30:00+00:00,https://www.ticketmaster.com/a-magical-cirque-christmas-indianapolis-indiana-12-14-2025/event/050062EBAC3239DF,2025-12-15,00:30:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
vv17fZbwGkRATNZ_,That Mexican OT: Recess Tour - Part 2,Music,Hip-Hop/Rap,Trap,Old National Centre,Indianapolis,IN,United States Of America,2025-12-16 01:00:00+00:00,https://www.ticketmaster.com/that-mexican-ot-recess-tour-part-indianapolis-indiana-12-15-2025/event/0500632BC5FE3019,2025-12-16,01:00:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbEGkR80PiY,NUTCRACKER! Magical Christmas Ballet,Arts & Theatre,Dance,Dance,Old National Centre,Indianapolis,IN,United States Of America,2025-12-17 00:00:00+00:00,https://www.ticketmaster.com/nutcracker-magical-christmas-ballet-indianapolis-indiana-12-16-2025/event/0500627BD0925B30,2025-12-17,,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv17fZbSGkM4DMPZ,IU Indianapolis Jaguars Men's Basketball,Sports,Basketball,College,The Jungle,Indianapolis,IN,United States Of America,2025-12-16 23:30:00+00:00,https://www.ticketmaster.com/iu-indianapolis-jaguars-mens-basketball-indianapolis-indiana-12-16-2025/event/0500633DD5EF7940,2025-12-16,23:30:00,39.7684,-86.1581,39.7684,-86.1581,5000.0
vv17fZbSGkMk8Mat,IU Indianapolis Jaguars Women's Basketball,Sports,Basketball,College,The Jungle,Indianapolis,IN,United States Of America,2025-12-17 23:30:00+00:00,https://www.ticketmaster.com/iu-indianapolis-jaguars-womens-basketball-indianapolis-indiana-12-17-2025/event/0500633DC6437269,2025-12-17,23:30:00,39.7684,-86.1581,39.7684,-86.1581,5000.0
vvG1fZbRde3wYD,Champions of Magic: Holiday Spectacular,Arts & Theatre,Magic & Illusion,Magic,Old National Centre,Indianapolis,IN,United States Of America,2025-12-18 00:30:00+00:00,https://www.ticketmaster.com/champions-of-magic-holiday-spectacular-indianapolis-indiana-12-17-2025/event/050062F0C24B2C3B,2025-12-18,00:30:00,39.7684,-86.1581,39.7684,-86.1581,2400.0
vv1AAZkGvGkdDRFyx,Indy Ballet Presents The Nutcracker (Sensory Performance-Taped Music),Arts & Theatre,Dance,Dance,Clowes Memorial Hall,Indianapolis,IN,United States Of America,2025-12-19 00:30:00+00:00,https://www.ticketmaster.com/indy-ballet-presents-the-nutcracker-sensory-indianapolis-indiana-12-18-2025/event/05006301FBBC8E62,2025-12-19,00:30:00,39.7684,-86.1581,39.7684,-86.1581,2200.0
